published_at,updated_at,like_count,text
2022-04-17T21:38:39Z,2022-04-17T21:38:39Z,0,communal dumpsters are one of the things i like about living in multifamily housing. i just take my trash out when its full :) i wish (good) recycling was available tho...!
2022-03-15T03:43:56Z,2022-03-15T03:43:56Z,0,in Perú they also play music (recycling ones)
2022-03-05T10:47:13Z,2022-03-05T10:47:13Z,0,"In the UK we have the same system as in Canada and most places, it means that you have to keep your rubbish for up to 2 weeks (the council collects recycling every week and rubbish every fortnight) and wherever you keep your bins often gets full of bin juice and maggots, and while we don&#39;t have any trash (or rather, rubbish) pandas, we&#39;ve got foxes to tear up the bins and it stinks on bin day, especially in summer. If I got a penny every time I saw bins torn up, with rubbish strewn across the road I&#39;d be living a mansion in central London with a Ferrari, eating caviar for breakfast lunch and dinner"
2022-02-17T11:02:51Z,2022-02-17T11:02:51Z,1,"I&#39;m so jealous. We have 3 separate days for compost, recycling and garbage where I live, so the street is almost always filled with crap."
2022-01-15T07:55:02Z,2022-01-15T07:56:37Z,0,For a 2 bed house in Scotland we have 1x food waste bin1x general waste 1x electrical/glass/ clothing/ rags 2x cardboard 2x plastics/ tins Some areas get 1x annual ‘bulky pick up” (up to 5 items) if you can get to the recycling centre (dump) They all have various pick up dates 🤯
2022-01-09T01:44:02Z,2022-01-09T01:44:02Z,0,"You completely missed the point, here. We always had big communal bins at the end of the street pretty much everywhere in Europe (some of them underground and some of them above the ground). In recent years, governments and local authorities have shifted to small private bins. Small bins encourage recycling. The volume of the bin is your weekly quota of trash and if you exceed it you have to store the trash somewhere else. Moreover, countries like Italy are starting to experiment with very strict quotas: pretty much everything has to be recycled and you have few bags *per year* of unrecyclable trash. If you recycle too little, you&#39;ll consume all your quota and have to call the council to get the mixed trash taken (and pay for the service). All of this starts with small and private bins for each household."
2021-12-08T20:32:25Z,2021-12-08T20:33:51Z,0,"For real when I see videos like this and other subject like heath, government support, recycling and medicine I realize how much of a barbaric, simple minded culture North American culture is. Things that have been OBVIOUS to Europeans since 1970 are somehow &quot;Mindblowing&quot; to Americans and in some cases Canadians.... Like did you all just pretend we never did any of this for 50 years, and refuse to adapt? (Im talking about the government here).In Barcelona, the bins are emptied FOUR times a day, 7 days a week."
2021-11-30T03:06:18Z,2021-11-30T03:06:18Z,6,"When I lived in Australia, the condominium I lived in had shared garbage and recycling containers, so we would just take out the trash whenever the bags were full. You don’t need fancy underground if you’re just have a massive container in the side alley that everyone in the block uses."
2021-11-29T23:29:43Z,2021-11-29T23:29:43Z,6258,"I just binged 6-7 of your videos, and I&#39;m now convinced that the Netherlands are a mythical fantasy land where simply living your life isn&#39;t an inconvenience."
2021-11-29T00:05:34Z,2021-11-29T00:05:34Z,0,"Interesting. Here in São Paulo, Brazil we solved this problem in a much cheaper way (by necessity) - garbage is collected up to five times per week, including recycling and large items, and you&#39;re prohibited by law from putting out your trash more than a few hours before collection."
2021-11-26T13:06:28Z,2021-11-26T13:06:28Z,0,"These underground containers are a great idea, if utilized properly... thus the real issue.     I&#39;ve dealt with different situations: personal bins, community bins, and various means of recycling.   Regardless the means/bin/station, there&#39;s a single problematic issue, ineptitude and inconsideration.   Too many times, I&#39;ve seen every means overflowing, with additional trash/recyclables stacked around the receiving unit/area.    And, funny enough, the most frequent to extend a notable lack of consideration, those who I&#39;ve seen dumping and piling... always have a nice vehicle with some sort of &quot;Green&quot; sticker clearly visible on the rear.   It&#39;s almost funny, almost."
2021-11-26T02:47:03Z,2021-11-26T02:47:03Z,0,"Latinoamerican cities hasn&#39;t these garbage recycling system... OMG how many years we should waiting for ecological real solutions? 100, 300, 900 years later, bahhh"
2021-11-23T03:07:24Z,2021-11-23T03:07:24Z,0,"I like it! I live on a beautiful city in the great American Southwest. One of my only complaints living here is garbage and recycling pickup on two different days of the week, often very, very early in the morning. It&#39;s very noisy, especially the recycling pickups as hundreds of glass bottles are dropped from the recycling dumpster into the back of the recycling truck. We need to do better!"
2021-11-21T01:13:21Z,2021-11-21T01:13:21Z,0,"also in taiwan in every village and town there’s a designated place or two that the garbage truck will stay at in the morning so that you can put your rubbish out then if you miss the singing truck’s time. the recycling truck also follows the trash truck, and at the morning trash dumps they usually have someone there who helps separate the recycling into the correct bags"
2021-11-19T07:02:58Z,2021-11-19T07:02:58Z,0,"In Munich, we also have a similar system and it sucks hard. The reasons are: 1) The containers have a size, so that they are almost guaranteed full, when the garbage truck comes. The result is that in weeks where people have lots of trash (by coincidence), the containers are massively overflowing. Then you can either be a dick and pour your garbage also besides the container or take it back home - or as I also did once, throw the plastic waste into the container for residual waste. After all a lot of plastics is not recyclable anyways. However, I think due to this the plastic recycling percentage is very low in Munich. 2) I don&#39;t have my plastic waste in bags, because it&#39;s stupid to buy and use bags only to throw them away. I have my plastic waste in a plastic box. However, when it&#39;s windy outside, it&#39;s virtually impossible to go to the container with the box without some light plastic being blown away. Even if you used a lid, you still get the problem once you open the box to empty it into the container. Also, due to the small hole in the container, I have to touch each and every item again and potentially have dirty stinky finger afterwards. In the city where I lived before, we had 1100l containers that could be fully opened. There, I can just open it and pour everything from the box into the container without touching it. If there is some wind shielding around, this even works nicely on windy days... I am not saying that the system is generally useless, but in Munich the implementation is just shit..."
2021-11-17T23:35:16Z,2021-11-17T23:36:19Z,0,"This ain&#39;t gonna survive from where I live, people are ignorant about what recycling is, or what trash classification is, they are just going to put it wherever they want, even if you will try and get them educate, they will end up doing what is convenient to them. Smh."
2021-11-17T22:34:26Z,2021-11-17T22:34:26Z,0,"Having to put out a bin of trash/recycling etc once a week is still better than having an eye sore garbage disposal around your city year round, especially if you live right next to one. Just my opinion. Also 2:31 - People will leave their big ass items like that abandoned suitcase next to your property instead of leaving it in front of their own."
2021-11-17T18:14:59Z,2021-11-17T18:15:52Z,0,"Here in Southern New Jersey, we have the large cans that the truck can pick up and dump. The only problem is the people who have too much trash/recycling and will stack the excess around the can or have it sticking out of the can 4 feet. They haven&#39;t figured out how to break down the cardboard boxes, so they stack the boxes on the can like Jenga blocks."
2021-11-17T15:21:57Z,2021-11-17T15:21:57Z,0,"still no where near as good a system of what we have in canada. those huge bins actually fill up and it certainly beats taking a trip outside in the cold to a garbage bin where i manually have to reach my hand into the bin where i pick up disgusting trash or laboriously tedious recycling, hoping that the bin isnt already full or occupied by someone else. oh yeah, and i’d have to do this as many times to the proportion of how large my garbage bin is, meaning the bigger the bin, the fewer trips. whats that thing we have in canada again? oh yeah, those giant bins. remembering to alternate between recycling and garbage every other week is a remarkably easy task even a toddler can do it. garbage video with no other intention than to highlight how “progressive” Amsterdam is (a better word would be different), without taking into account the largest demographic of peoples (suburban houses, places where you dont need to carry the bin down a flight of stairs) of which the system was certainly designed for. the only fair downsides i can recognize are the very occasional raccoon incidents, and the very occasional windstorms that can blow peoples bins around."
2021-11-17T10:05:26Z,2021-11-17T10:05:26Z,0,"I live in the UK.  Our rubbish (garbage) and recycling collection is a complete disaster.  Every town has a completely different list of the stuff they will take and a different schedule of when they take it.  Most places have different collections for rubbish, recycling and garden waste. Virtually no collections for bulky waste exist.  As a small country you would think we would have one system right across the UK but our local councils are a disaster and couldn&#39;t organise a piss up in a brewery."
2021-11-17T09:25:08Z,2021-11-17T09:25:08Z,1,The thumbnail mildly annoys me as there is a pile of trash in the glass recycling bin
2021-11-16T22:22:50Z,2021-11-16T22:22:50Z,0,The problem is in rural areas. My family has a good amount of trash and recycling and it would not be efficient to just keep taking it in the car to the nearest spot. The only way would be if they had 1 every couple of houses.
2021-11-16T04:06:54Z,2021-11-16T04:06:54Z,0,I personally don&#39;t feel any negativity towards the bin system in Toronto as it is something that takes 2 minutes a week which you can easily just slot that time whenever you leave and come back from work. As for the raccoons my area used to have a lot but I usually just left a brick on top of it and they left it alone. The wheels on the bins I felt were big and good at going up and down steps. When they were emptied they were very light and easy to take up and downs steps and you could basically carry it just trying to drag it up steps because of the weight. A huge flaw with the system however was the weekly alternating schedule of garbage and recycling pickup as if you missed a garbage day you&#39;d have to wait 2 weeks. Something similar happened where one of the garbage bags was wedged into the bottom therefore not being emptied and made us have an extra bag of garbage laying around for 2 weeks in the bin.  A question: In Amsterdam do they use dumpsters for apartments and other residential buildings in a similar way that Toronto does it?
2021-11-15T20:15:48Z,2021-11-15T20:15:48Z,0,"If we did this in New Zealand people would simply take their bags of garbage to a local park, and chuck them there. Or, they&#39;d carry the bag to within 2 metres of the proper receptacle, and dump it on the ground close to it. What a wonderfully backward modern INconvenience you have invented! Look, here&#39;s what science, progress, and increasing wealth is supposed to achieve: MORE convenience. Not LESS!I see absolutely no advantage to city dwellers in this system, and would not want it implemented here. I have three bins, one small one for green waste, one medium sized for landfill, and one large for recycling. The green waste bin is collected each week, and the other two on alternating weeks. It&#39;s a tremendous system, which still gets abused by our lazy, careless, and stupid citizens. :P"
2021-11-15T11:54:09Z,2021-11-15T11:54:09Z,0,"Great video. Former Torontonian and now Laurentianer. I went from twice monthly pickup to a twice monthly (summer) and once a month pickup (ridiculous) considering food recycling is every 2 weeks all year and the bins never are filled. This would work even up north by installing less Amsterdam style bins at greater distances  for all those missed pickups. Add a couple in the park and one set by the mayor&#39;s office and no more stay garbage everywhere by bears, racoons and deer."
2021-11-15T06:47:14Z,2021-11-15T06:47:14Z,0,Cool system but couldn&#39;t you also automate sorting out the recycling?Why do you insist on sorting the garbage at home instead of dumping all garbage to a single container and let the machines / people at the garbage processing plant do the sorting?The technology to do this has already been available for many years and is routinely used to do just that.
2021-11-15T04:15:06Z,2021-11-15T04:15:06Z,0,"This is a pretty interesting video,  this system would be pretty interesting to use within the Toronto / GTA area for sure.As a Canadian i can appreciate the annoyance of carrying your garbage bin to the street,  however i&#39;ve never met anyone who&#39;s carried those bins inside their homes, since they are wheeled bins and typically left outside.Because they have latches that prevent animals from getting in they can be left outside usually,  but clearly certain circumstances require them to be brought in.    Regarding  Raccoons,  its a general rule of thumb to:a) rinse your food containers / garbage to reduce attractiveness to animals.  (also since recycling and garbage pickups alternate per week, it prevents the trash from stinking up the bins and attracting fliesb) Never leave the bins or the blue boxes at the curb for pick up until the morning of pickup,  it prevents night time predators from spending all night figuring out how to get into your bin.c) When Panda&#39;s figure out how to open the latch to the garbage a fool proof method to keep it closed is to put something heavy on top of it, like a paver stone, OR drill a hole in the latch and put a padlock through it."
2021-11-14T22:09:09Z,2021-11-14T22:09:09Z,4,Cool story bro. You left out the part where you have to work the first 6 months of the year before you start bringing home any money. You&#39;ll easily pay over 50% of your income in taxes. My trash gets picked up every week and recycling every other week. Simply taking the trash out in the morning keeps bears and raccoons out of the trash but I bought a simple bear/raccoon proof attachment off of Amazon for $20 just in case...
2021-11-14T20:45:41Z,2021-11-14T20:45:41Z,5,I don&#39;t know if this would work in my city. Most people leave their trash on the tables that they eat at or just drop their trash on the ground wherever they are at. It doesn&#39;t matter to them that a trash can is two or three SUV lengths away. I think it is because these people want to inconvenience others that come after them.
2021-11-14T12:19:06Z,2021-11-14T12:31:09Z,727,"For someone who&#39;s been living his whole life in a country like Finland, that feels beyond absurd. Granted, I never lived in a big city and we don&#39;t have raccoons here. But in towns/cities, you don&#39;t have your own garbage bin. The neighborhood or the building you live in will have them and you don&#39;t have to worry about them. And there are dedicated recycling areas around the city.Another thing I&#39;d like to mention is that we get money when we return the bottles and cans back to the shops. 0.15€ from cans 0,10€/0,20€/0,40€ from bottles. That amount is already included in the product price, but we can get it back. There are machines in the shops that you put them in and it gives you a ticket that you can turn into money or use it to buy something. The bottles and cans are then recycled and reused. I&#39;m quite interested which other countries have this kind of a system in use? I know Sweden does at least."
2021-11-13T18:54:04Z,2021-11-13T18:54:04Z,0,"I live in Moscow, Russia and I have never heard of garbage day. I have also never seen those green garbage cans. Instead, we have these huge garbage containers outside which we throw our trash into. Kinda like in Amsterdam, except not underground and no recycling (even when there is a place for that, it&#39;s hard to say how much is actually recycled). Then these containers are emptied out every day or almost every day depending on the place. In the past we also had garbage chutes to which you had access on every floor of the building. You would basically throw your trash there and it would travel to the container. Now there are almost no places that have them working, but still. Plus we have this tradition that if you are throwing away some furniture or books you can just leave them outside the container and someone else might take them. Anyway, it was really interesting to learn how you take out your trash in other countries :) I never thought that it could be so different!"
2021-11-13T18:52:12Z,2021-11-13T18:52:12Z,0,"Oh yeah, they used this idea for parks in Abbotsford BC.It was utilized along with a few other scams as a work-around to bust the civil worker&#39;s unions.Rather than having several garbage cans throughout the parks, they have only one near the entrance and garbage and bags of dog waste tends not to make it into the bin. It gets to be a disgusting, stinking mess during the summer, especially when the underground bin is over full and it takes a week for the company to be scheduled to empty it with their very expensive crane service.After breaking these unions, the city now spends more for the same results given the amount of workers it takes now to both keep up the parks and the patrols of ticket writers plus the revenue influx for the initial conversion.Perhaps it works if you do it for the &#39;right reasons&#39; and you have the people buy-in first but I think the main difference here is the availability to the user so inconvenience does not become an issue."
2021-11-13T18:16:58Z,2021-11-13T18:16:58Z,0,what is he saying at 0:43?&quot;confusing because garbage and recycling is only picked up &#39;FORTNIGHTLY&#39;&quot;???
2021-11-13T16:10:27Z,2021-11-13T16:10:27Z,0,"How is garbage day such an inconvenience lmao, takes like 2 minutes. Get a good bin or cover your garbage for the critters. That or don&#39;t leave it out for days before pickup."
2021-11-13T11:04:09Z,2021-11-13T11:04:09Z,0,"Not everyone can leave there home to take all there rubbish, plus imagine getting on ya bike or on the bus or in a taxi with all that rubbish. Plus now the rubish tipping must be on the go when not everyone takes the rubish to the right place. Or they burn rubish then theres no recycling and just damage to the ozone. Yeahhh much better ?"
2021-11-13T00:25:58Z,2021-11-13T00:25:58Z,0,way cool !!! but when you have lots of recycling.... not sure I&#39;d like to carry my crap down the street.... also ever get to the bin and it&#39;s full ? you bring the garbage back home ?
2021-11-11T23:02:26Z,2021-11-11T23:02:26Z,0,Recycling is garbage.
2021-11-10T20:02:30Z,2021-11-10T20:02:30Z,0,"Here in Puerto Rico trash is a huge problem and the tropical climate makes bugs and maggots a huge problem so the garbage truck comes every day otherwise it will be disgusting. Not sure how it is in all the areas but where I live there are a few garbage cans on nearby corners that you dump your trash in and they pick it up. Recycling is not common here and I have to drive to drop off my recyclables when they accumulate. But they don&#39;t accept foam, cans from canned food, or glass. For the glass I found a specific hardware store to bring it to where they make construction bricks out of crushed glass and cement. My main concern is what happens to the trash when they pick it up. I know there are landfills here but that&#39;s a crappy solution also. We need to reduce waste. Period."
2021-11-10T14:30:31Z,2021-11-10T14:30:31Z,0,Great system. Looking forward to only have recycling. True recycling.
2021-11-10T07:37:59Z,2021-11-10T07:37:59Z,0,"Long time watcher, first time commenter. I also am from North America and I have also lived in Taiwan! Currently I’m in Spain! Where I lived we didn’t have a trash panda problem, but Garbage day is absolutely annoying. In multiple cities in Spain it’s the same as Amsterdam. You have public bins available in nearly every corner of the city to collect your garage and recycling. Some of them have the underground trash compactors, like the ones you put in your video. And yes, this system is so much nicer and convenient for us."
2021-11-10T02:55:11Z,2021-11-10T02:55:11Z,21,"I live in greater São Paulo and in my city we have trash collection 3 times a week, plus recycling collection in the other 2 days remaining. That Toronto’s schedule is a little weird because you’ve to keep your trash in your home for a really time.But, about the garbage container in Amsterdam: simply genius. I hope this trend grows worldwide."
2021-11-10T01:16:07Z,2021-11-10T01:16:07Z,0,"The problem with this in the US is that people here are incredibly lazy. Even in San Francisco where we are considered progressive and have trash, recycling and compost, you see it all the time, people can’t be bothered to sort their trash or put what they’re throwing away in the correct municipal bin."
2021-11-09T20:20:00Z,2021-11-09T20:20:00Z,6,"The greater part of the center of Amsterdam doesn’t have this so recycling means 3 kilometer walk for me. Still a really great video, and still would rather walk even 10km than not recycle."
2021-11-09T10:03:06Z,2021-11-09T10:03:06Z,0,"How is it this applied to the more rural areas? We have recycling stations for glas and all that but they are always overflowing, i used to call them to tell them it was full, took another weeks before they emptied it out. But a central general waste place would be nice, if they started to empty them out regulary."
2021-11-07T10:28:20Z,2021-11-07T10:28:20Z,0,Good thinking....  but what about terrorist recycling explosive
2021-11-03T03:31:13Z,2021-11-03T03:31:13Z,0,"We have a cheaper (for obvious reasons) but similar thing here in my city in Brazil, there are green (for organic garbage) and grey (for recycling) containers that can only be opened by stepping on a lever (so it can&#39;t be easily opened by animals and you can open it even with both hands occupied with garbage bags) and every day during the dawn (so it doesn&#39;t interrupt traffic because the containers are in parking spots) a truck empty them automatically (similar to the ones shown in this video, just a little simpler because it doesn&#39;t need to pull it from underground."
2021-10-26T23:31:06Z,2021-10-26T23:31:06Z,1,Kind of weird they come and get it. Usually it&#39;s sent through an underground tunnel with high pressure air blowing the trash to the recycling and heat generating place
2021-10-26T23:29:30Z,2021-10-26T23:29:30Z,0,Weird no recycling??? Not good for the environment.
2021-10-26T09:45:57Z,2021-10-26T09:45:57Z,1,This is a good solution. How does the city reduce the incentive on creating waste? Our city does this with small rubbish bins but much larger recycling bins.
2021-10-25T17:10:25Z,2021-10-25T17:10:25Z,0,garbage day is only an inconvenience for people who sit down for a living
2021-10-22T20:53:01Z,2021-10-22T20:53:01Z,0,"In Eindhoven we have a mix of both, normal trash and underground, glass recycling is mainly in underground, but normally if you happen to have a full trash, you have like underground trash in every 100- 200 meters ish"
2021-10-22T07:56:28Z,2021-10-22T07:56:28Z,2,"The last I heard, these collection points are being trialled in Oxford, England. It&#39;s a great idea, in principle, especially in places where the streets are very narrow and the buildings very old and susceptible to traffic vibration. But not so great if you&#39;re disabled, have a chronic illness, elderly or can&#39;t drive. How do you get your recycling etc to the collection point then? Imagine being a wheelchair user, with your garbage bag on your lap, and it splits half way down the road. The biggest problem we have is sky rats (seagulls)."
2021-10-21T16:25:21Z,2021-10-21T16:25:21Z,0,"Im from England but now live in Cyprus and each street has a huge green bin where everyone deposits their everyday rubbish which gets emptied through the night twice a week….…..each village has recycling  bins which promptly get emptied once a week. the UK could learn a lot from this system, theirs is so outdated and so unhealthy"
2021-10-21T11:11:54Z,2021-10-21T11:11:54Z,0,"I hate rubbish wheelie bins because they take up a lot of space and smell if you don’t wash them regularly.  We take our general rubbish / recycling to the dump which is ten minutes drive away (if we are going that way), and our recycling stuff when we go to the supermarket which has recycling bins for everything.  It keeps the house smelling fresher and I notice we have less house flies coming in during the summer."
2021-10-21T07:07:28Z,2021-10-21T07:07:28Z,1,"Ok but the underground trash containers do still smell, and when they get full people tend to just dump all their trash around them. The good news is you can usually call that in, but it&#39;s still frustrating to walk 15 minutes with your recycling, only for the trash containers to turn out full. (I lived in Utrecht, close to a glass/paper/textile recycling point, but there was no plastic recycling, so I had to walk that to the next big point over, and general trash/green trash had weekly trash days in that area)"
2021-10-20T01:02:16Z,2021-10-20T01:02:16Z,2,"Amazing. Great idea. I wish that we had this where I live at. I only have the once a week pick up of the garbage and the recycling. Which I sometimes miss them. I think 🤔 they definitely need this in New York, where the rats 🐀 do their grocery shopping from the trash left at the curbside.  😂😂😂😂😂"
2021-10-19T22:51:54Z,2021-10-19T22:52:35Z,0,"Sadly there are probably some hidden benefits to keeping our stupid bin system. Americans as a whole, we love to buy an absurd amount of cheap crap that breaks and goes in the landfill. In my eyes, one positive is that the size of the garbage bins that each household has, can be a legitimate deterrent to buying more stuff. I have heard my parents actually being up the point of having more garbage/recycling than could be put in the bin this week as a reason to not buy something. I doubt most people actually have this problem especially where it matters with trash since most people I know actually have this problem with recycling. Since our recycling system is so backed up and inefficient, there are indirect incentives to recycle less, like weirdly small recycling bins. A couple of years ago when I was spending my Christmas holiday in Houston, Texas, they actually stopped picking up recycling as a whole around that time since the amount of boxes from the holiday was so immense, they had to pause accepting any more recycling to have their facilities get through what they already had."
2021-10-19T21:08:11Z,2021-10-19T21:08:11Z,0,"I never have critter problems with my trash can which sits outside of my home, out of view of my neighbors.   I put a brick on my lid - thus, raccoons can’t get into the can.  I would not like having to carry my trash down the street to put it into trash containers, or recycle containers.  Best two inventions in my kitchen 1.  My trash compactor, and 2 my garbage can under my sink where I rinse and put my recycling which I then carry out to my recycle can which is by my trash can."
2021-10-15T00:31:15Z,2021-10-15T00:31:15Z,0,We have those underground bins in some places of Denmark too. It always annoy me to see when people have put trash or recycling too big for these bins on top of them. As it complicates the work of the people who has to empty them. And that’s inconsiderate of people and they should know and do better. &gt;:T
2021-10-14T11:15:11Z,2021-10-14T11:15:11Z,0,"Technically, we have the same concept in our apartments in Manchester (UK) and our one in Frankfurt (DE). In both cases, we never need worry about garbage day. We just empty our rubbish into a communal bin outside our apartment. It&#39;s a large bin (and in both countries we have separate bins for recycling) and at some point, whenever it is (I have no idea, although it is a scheduled day - we really don&#39;t need to know which day) a truck comes and empties the communal bins. Simple. Of course, this is because we are in apartments."
2021-10-14T01:27:37Z,2021-10-14T01:27:37Z,0,"Sssooooooo…I can get on board with not having to remember which day is recycling.And I have never had to worry about animals and bugs getting into my bins.Bbuuuuuuttt…All of this pertained to city residents. I live in a rural area. I also have a lot of yard waste, most of which I compost (rural area, lots of space to compost), but my neighbors don’t and use yard waste bins. And with large branches and large amount of organic waste I don’t have the ability to compost things unless I want to spend $€£¥+++++ on equipment to be able to compost all of it…What do the Dutch do for their citizens who live outside of city limits AND who may also have large amounts of organic waste too?"
2021-10-13T07:07:36Z,2021-10-13T07:07:36Z,0,I used to live in the projects right by the woods. Due to racoons and skunks we had to put our trash n recycling bin on the curb at 6am on the dot. We weren&#39;t allowed to put the cans out before that time. If we did we got a $50 fine. It only worked when the trash people came on time. When they didn&#39;t the animals would have a field day. Also the trash people kept putting the cans in the road. I can&#39;t tell you how many times I&#39;ve ran into a trash can cause they didn&#39;t put it back on the sidewalk.
2021-10-12T20:59:13Z,2021-10-12T20:59:13Z,6,"Americans would never go for this because, it’s extra work and we’re all about being lazy through convenience."
2021-10-12T14:41:52Z,2021-10-12T14:41:52Z,1,"So you have to carry your garbage bag out of your house down the street and find an empty bin to dump it this includes your recycling and I imagine the compost, as opposed to using your own bin and wheeling it a short distance to the curb. Not only do you control your own waste when placed into your own bin you never over flow it. I imagine using public dumpsters causes people to dump all sorts of excess crap into them Oh but wait the clever Dutch made the bins really difficult to put anything larger than a small bag in the bin causing you to make trips every day. Yea Toronto spent a lot but I bet installing large trash compacting bins underground and then extracting them with a crane to empty them costs a lot more. I&#39;m sorry but I enjoy the freedom of putting my trash into my own bins, my truck comes once a week picks up the garbage and is gone in 20 seconds. Maybe this works in high density living where you would use big dumpsters anyway but not in suburbia."
2021-10-12T06:12:12Z,2021-10-12T06:12:40Z,1,"So…just like in my apartment complex here in the US, no garbage day. Just big dumpsters we empty into whenever we want to, and it is picked up periodically. Same with the recycling. Is this supposed to be something transformative and exciting?"
2021-10-11T15:13:38Z,2021-10-11T15:13:38Z,0,"I dont understand the problem with garbage day? I live in Finland, and the recycling/garbage have their own pick up days, but how does it affect me as a civilian? I usually dont ever even see them emptying the bins, they probably do it at night.."
2021-10-11T11:43:11Z,2021-10-11T11:43:11Z,7,"So, you complain about having to move a trash/recycle bin to the street once a week or every other week as a problem. But state having to look online to find a nearby trash receiver (usually one within 50m), carry your garbage out of your house/apartment, and through the city streets to that location is better. I don&#39;t have to move my garbage or recycling bins. They stay in the alley which is roughly 30 feet from the back door of my house. There are raccoons in the neighborhood and in 23 years have never touched mine or my neighbor&#39;s garbage. Garbage picks up every week. Recycling every other. I live in the United States."
2021-10-10T16:13:18Z,2021-10-10T16:14:59Z,0,Yes. It so great not having to be responsible for your own trash. Just let the government do it for you. I also love the glass recycling myth. I wonder how much water collects in those garbage holes?
2021-10-10T04:12:25Z,2021-10-10T04:12:25Z,0,"In Australia, we have the same alternating recycling weeks. We don’t have to worry about racoons tho, just bad neighbours who kick your bin over."
2021-10-10T00:28:01Z,2021-10-10T00:28:01Z,0,Cool! Except for how useless recycling is.
2021-10-09T19:22:46Z,2021-10-09T19:22:46Z,0,"My grandfather lives in Mallorca and in his community they have a similar system. It&#39;s just not as environmentally friendly, as they don&#39;t separate the waste to recycle. Also it is just several giant bins (not underground) where the whole neighbourhood throws in their waste. This is not done everywhere in Spain. As far as I&#39;ve heard they&#39;re also trying to phase out this system in favor of more recycling)"
2021-10-09T19:13:00Z,2021-10-09T19:13:00Z,0,"We have alternating weeks (rubbish one week, recycling the next) Cheshire, england"
